q_FormDataId,q_63,q_83,School,Grade,Sex,APS45,APSVNEN,RankingF,NumberofChi,Readbook,Topic,FutureJob_VN,FutureJob_VN (translated),CareerFat,CareerFat (translated),CarFatGr,AgeFat,EduFat,CareerMot,CareerMot (translated),CarMotGr,AgeMot,EduMot,EcoStt,KnowledgeInc,EstIncome,Buybook,Hobby,TimeSci,TimeSoc,Readstory,Typebook,Typebook_Other,Reason,Source,PrioAct,AftAct,Read_like,EncourAct,MostlikedAct,Bookcase,Notread_like
2361,8.203,43076,8,8,Female,9.3,0,5,6,yes,b,Phiên dịch,Interpreter,Tài xế,Driver,Labor,52,UnderHi,Tự do,Freelancer,Labor,33,Hi,med,no,NA,yes,f,1,2,yes,f,Trinh thám,a,borrow,d,a,"Chúc ngày mới tốt lành
Sherlock Holmes",yes,c,b,"Tín hiệu thành công
Harry Potter
Mùa châu chấu"
2362,5.01,43075,10,6,Male,0,0,1,0,yes,d,Bác sĩ,Doctor,không xac định,NA,NA,NA,NA,Nông dân,Farmer,Labor,45,UnderHi,poor,no,NA,yes,b,2,1,no,a,NA,a,borrow,b,b,"7 viên ngọc rồng 
học tôt vật ly 6",yes,b,d,"Tý quậy
Cậu be but chì"
2363,16.01,43074,16,6,Female,8.8,0,2,2,yes,b,Bác sĩ,Doctor,Không xác định,NA,NA,NA,NA,Nông dân,Farmer,Labor,36,Hi,poor,NA,NA,yes,a,2,2,NA,f,truyện dân gian,a,buy,d,b,"Hướng dẫn cách tự học
100 bài văn hay",yes,d,a,"Shin cậu bé bút chì
Các hành tinh trên Trái Đất
Doremon"
2364,5.02,43075,10,6,Male,0,0,5,5,yes,d,Bác sĩ,Doctor,Nông dân,Farmer,Labor,57,Hi,Nông dân,Farmer,Labor,48,Hi,med,no,2000000,yes,b,2,1,no,f,truyện khoa học tưởng tượng,a,buy,a,a,"Một trăm thần đồng trên thế giới
Bảy viên ngọc rồng",yes,b,d,"1 vạn câu hỏi vì sao
Shin cậu bé bút chì
Ngôi nhà ma"
2365,16.02,43074,16,6,Female,8,0,2,2,yes,NA,Cảnh sát,Police officer,Nông dân,Farmer,Labor,41,Hi,Giáo viên,Teacher,Intellectuals,36,PostGrad,med,no,NA,yes,a,2,2,yes,f,truyện tranh,a,borrow,d,c,"1000 điều cấm kị trong cuộc sống
Shin cậu bé bút chì",yes,a,a,"Doraemon
Dế mèn phiêu lưu kí
Những truyện hay trên thế giới"
2366,16.03,43074,16,6,Male,8.7,0,2,3,yes,b,giáo viên,Teacher,giáo viên,Teacher,Intellectuals,45,Uni,giáo viên,Teacher,Intellectuals,38,Uni,med,no,NA,no,b,1,1,yes,f,khoa học viễn tưởng,a,borrow,a,a,"Thuyền trưởng đơn vị
Doraemon",yes,b,b,"Robinson Cruso ngoài đảo hoang
Onepiece đảo hải tặc
Kể chuyện về những nhà phát minh"
2367,16.04,43074,16,6,Female,9.6,0,2,3,yes,b,nhà văn,Writer,làm nông,Farmer,Labor,44,Hi,giáo viên,Teacher,Intellectuals,44,PostGrad,rich,no,NA,yes,a,2,1,no,f,tiểu thuyết,a,buy,a,a,"Con Bim trắng tại đen
Biết trân trọng",yes,c,b,"Sherlock Holmes
Thám tử lừng danh Conan
Những điều kì lạ trong vũ trụ"
2368,16.05,43074,16,6,Male,7.6,0,2,2,yes,a,tiến sỹ,Scientist,làm nông,Farmer,Labor,43,UnderHi,làm nông,Farmer,Labor,36,UnderHi,med,no,NA,NA,a,2,3,yes,d,NA,a,buy,c,c,"Kỹ năng chơi bóng rổ
Biết chấp nhận",yes,b,a,"Những phát minh vĩ đại
Shin cậu bé bút chì
Doremon chú mèo máy đến từ tương lai"
2369,16.06,43074,16,6,Male,9.3,0,1,2,yes,a,phi hành gia vũ trụ,Astronaut,công nhân,Worker,Labor,39,PostGrad,may,Tailor,Labor,34,Uni,med,NA,NA,yes,b,2,2,no,c,NA,a,borrow,d,a,"Ươm mầm tài năng toán học
Một ngày phiêu lưu trong thế giới toán học kì diệu",yes,d,b,"EQ - IQ 150 câu đố phát triển tư duy
Shin cậu bé bút chì
Dragon Ball 7"
2370,16.07,43074,16,6,Female,7.3,0,2,2,yes,c,hướng dẫn viên du lịch,Tour guide,nông dân,Farmer,Labor,49,Hi,nông dân,Farmer,Labor,42,Hi,rich,no,NA,yes,e,1,1,no,a,NA,a,borrow,c,a,"Candy book! Bí mật học đường
Bang! chúng ta đã xuất hiện như thế nào",yes,d,a,"Về con cha hát
Cô gái đến từ hôm qua
Người bạn đích thực"
2371,5.03,43075,10,6,Male,0,0,0,0,yes,NA,Họa sĩ,Painter,Bác sĩ thú y,Vet,Intellectuals,45,NA,Buôn bán,Seller,Labor,42,UnderHi,rich,no,NA,yes,b,1,1,no,f,truyện khoa học tưởng tượng,b,gift,b,a,"7 viên ngọc rồng
Doraemon",yes,d,a,"shin cậu bé bút chì
tí quậy 
1 vạn câu hỏi vì sao"
2372,16.08,43074,16,6,Female,8,0,1,3,yes,d,bác sĩ,Doctor,nông dân,Farmer,Labor,39,Hi,nông dân,Farmer,Labor,NA,Hi,med,no,NA,yes,b,2,1,no,d,NA,c,buy,a,a,"Doremon
101 truyện mẹ kể con nghe",yes,b,a,"Doremon
Shin cậu bé bút chì
Ươm mầm tài năng toán học"
2373,5.04,43075,10,6,Male,0,0,3,3,NA,NA,Không xác định,NA,Nông dân,Farmer,Labor,NA,NA,Công nhân,Worker,Labor,NA,NA,med,no,NA,yes,b,1,1,no,b,NA,NA,borrow,b,c,"Truyện Doraemon
Truyện 7 viên ngọc rồng",yes,a,d,"Truyện hành động
Truyện vui
Truyện đố vui"
2374,16.09,43074,16,6,Female,8.5,0,3,5,yes,NA,"bác dĩ, nhân viên ngân hàng",Doctor,làm nông,Farmer,Labor,42,UnderHi,làm ruộng,Farmer,Labor,38,UnderHi,rich,no,NA,yes,b,1,1,no,a,NA,c,buy,b,b,"Thám tử lừng danh Conan
Bí mật học đường",yes,c,b,"Shin cậu bé bút chì
Doraemon
Bàn có 5 chỗ ngồi"
2375,16.1,43074,16,6,Female,0,0,2,2,yes,a,bác sĩ,Doctor,làm nông,Farmer,Labor,41,UnderHi,làm nông,Farmer,Labor,41,UnderHi,med,no,NA,yes,b,2,1,no,c,NA,a,borrow,d,b,"Nâng cao toán
Tất cả các truyện cổ tích",yes,d,a,"Những trò chơi dân gian
Shin
Conan"
2376,5.05,43075,10,6,Female,0,0,1,2,yes,c,Giáo viên,Teacher,Công nhân,Worker,Labor,43,UnderHi,Giáo viên,Teacher,Intellectuals,NA,Uni,med,no,NA,yes,b,1,1,no,b,NA,a,borrow,b,c,"Shin cậu bé bút chì
Truyện Doraemon",yes,a,d,"Những mẩu truyện vui
Danh ngôn cuộc sống
Tí quậy"
2377,16.11,43074,16,6,Female,9.6,0,1,3,yes,e,công an,Police officer,làm nông,Farmer,Labor,34,UnderHi,làm nông,Farmer,Labor,34,UnderHi,med,no,NA,yes,a,1,1,yes,f,sách về lịch sử,a,borrow,b,a,"Sử ta, chuyện xưa kể lại (tập 4)
Bí mật học đường",yes,d,a,"Doremon
Shin cậu bé bút chì
Sử ta chuyên xưa kể lại (tập 1,2,3)"
2378,16.12,43074,16,6,Female,8.7,0,1,2,yes,a,bác sĩ,Doctor,công nhân,Worker,Labor,34,Hi,công nhân,Worker,Labor,33,Hi,rich,yes,14000000,yes,b,1,1,no,a,NA,c,buy,d,b,"Bí mật học đường Candy Book
101 truyện mẹ kể con nghe",yes,c,b,"Doraemon
Shin
Conan thám tử lừng danh"
2379,5.06,43075,10,6,Female,0,0,2,3,yes,a,Công an,Police officer,Nông dân,Farmer,Labor,47,Hi,Công nhân,Worker,Labor,36,UnderHi,med,no,NA,yes,b,2,2,no,b,NA,a,borrow,b,b,"Truyện về danh nhân Sutơ
10 vạn câu hỏi vì sao",yes,b,d,"Shin cậu bé bút chì
10 vạn câu hỏi vì sao 
Tí quậy"
2380,16.13,43074,16,6,Female,8.9,0,2,2,yes,d,bác sĩ,Doctor,thợ xây,Worker,Labor,43,UnderHi,thợ may,Worker,Labor,38,UnderHi,rich,yes,3000000,yes,a,1,1,no,a,NA,a,borrow,a,a,"Không gia đình
Bí mật học đường Candy Book",yes,a,a,"Thám tử lừng danh Conan
Doraemon chú mèo máy đến từ tương lai
Shin cậu bé bút chì"
2381,5.07,43075,10,6,Female,0,0,2,3,yes,b,Bác sĩ,Doctor,Thợ xây,Worker,Labor,45,UnderHi,Nông dân,Farmer,Labor,NA,UnderHi,med,no,NA,NA,a,3,2,no,a,NA,a,buy,b,a,"60 gương hiếu thảo hiếu học
10 vạn câu hỏi vì sao",yes,d,d,"Nhà thiên văn học vĩ đại
10 vạn câu hỏi vì sao
Doraemon"
2382,16.14,43074,16,6,Female,7,0,1,2,yes,NA,giáo viên,Teacher,giáo viên,Teacher,Intellectuals,37,PostGrad,giáo viên,Teacher,Intellectuals,37,PostGrad,med,no,NA,no,a,1,1,NA,a,NA,d,gift,a,a,"Cách học giỏi toán
100 bài văn hay",NA,NA,NA,"Truyện thủy thủ mặt trăng
Truyện Shin cậu bé bút chì
Hướng dẫn cách tự học"
2383,5.08,43075,5,NA,Female,0,0,2,0,yes,d,Bác sĩ,Doctor,Nông dân,Farmer,Labor,NA,NA,Công nhân,Worker,Labor,38,NA,med,no,NA,yes,b,2,1,yes,a,NA,a,buy,b,a,"Shin cậu bé bút chì
7 viên ngọc rồng",yes,b,d,"10 vạn câu hỏi vì sao
Tý quậy
Ô long viện"
2384,16.15,43074,16,6,Female,9,0,1,2,yes,d,giáo viên,Teacher,thợ xây,Worker,Labor,35,UnderHi,công nhân,Worker,Labor,34,UnderHi,rich,no,NA,yes,a,2,1,no,f,kĩ năng sống,a,borrow,b,a,"Kĩ năng sống dành cho học sinh: biết chấp nhận
Kĩ năng sống dành cho học sinh: biết trân trọng",yes,a,a,"Kĩ năng sống dành cho học sinh: cho và nhận
Học cách làm người
Sáng ngời gương dũng cảm"
2385,5.09,43075,10,6,Female,0,0,1,2,yes,a,Công an,Police officer,Nông dân,Farmer,Labor,39,UnderHi,Nông dân,Farmer,Labor,33,Hi,med,no,NA,yes,b,1,2,no,d,NA,a,borrow,a,a,"Doraemon
Shin cậu bé bút chì",yes,d,d,"Sài Gòn tôi yêu
Ô long viện
Khám phá vũ trụ thần bí"
2386,5.1,43075,10,6,Female,0,0,1,2,NA,a,Ca sĩ,Singer,Nông dân,Farmer,Labor,41,UnderHi,Công nhân,Worker,Labor,38,Hi,med,no,NA,yes,b,2,2,no,d,NA,a,borrow,b,c,"Doraemon
Conan",yes,b,d,"Toán học
Âm nhạc
Sách khám phá vũ trụ"
2387,13.127,43073,13,7,Female,6.8,0,3,3,no,NA,Thư ký,Secretary,Doanh Nhân,Businessman,Labor,52,Hi,Nông dân,Farmer,Labor,51,Hi,rich,yes,NA,yes,b,1,1,no,d,NA,a,borrow,a,a,"Conan
Doraemon",yes,d,d,"harry potter
Shin cậu bé bút chì
Naruto"
2388,16.16,43074,16,6,Female,7.6,0,3,3,yes,NA,ca sĩ,Singer,làm nông,Farmer,Labor,43,Hi,công nhân,Worker,Labor,41,Hi,med,yes,4500000,yes,c,3,1,no,b,NA,d,borrow,b,d,"Doremon
Kĩ năng sống",yes,b,c,"Doremon
Nàng bạch tuyết
Cái vết đỏ trên má cô nương"
2389,13.125,12/4/1017,13,7,Male,0,0,2,2,yes,NA,Bác sĩ,Doctor,Nông dân,Farmer,Labor,41,UnderHi,Thợ may,Worker,Labor,38,UnderHi,med,no,NA,yes,e,1,1,no,b,NA,a,borrow,a,c,"Thiên Mã
Dế mèn phưu lưu kí",yes,a,d,"Thế giới động vật
Xếp giấy origami
7 viên ngọc rồng"
2390,16.17,43074,16,6,Female,8.8,0,2,2,yes,b,giáo viên,Teacher,làm nông,Farmer,Labor,43,UnderHi,làm ruộng,Farmer,Labor,42,UnderHi,rich,no,NA,yes,b,2,2,NA,a,NA,a,buy,a,a,"Truyện Shin cậu bé bút chì
Truyện công chúa Ori",yes,a,b,"Truyện Shin cậu bé bút chì
Truyện công chúa Ori
Truyện bảy viên ngọc rồng"
2391,5.11,43075,10,6,Female,0,0,1,2,yes,a,Giáo viên,Teacher,Công nhân,Worker,Labor,39,Hi,Công nhân,Worker,Labor,34,Hi,med,no,NA,NA,b,2,2,no,d,NA,a,borrow,b,a,"Conan
Doraemon",yes,b,d,"Toán học
Sách khám phá vũ trụ
Ô long viện"
2392,13.146,43073,13,7,Female,6.6,0,2,3,yes,b,Luật sư,Lawyer,Kinh doanh,Businessman,Labor,49,UnderHi,Giáo viên,Teacher,Intellectuals,45,Uni,med,no,NA,yes,a,2,2,no,d,NA,a,buy,b,b,"Tôi là ai - và nếu vậy thì bao nhiêu
Những câu truyện hay nhất về hạt giống tâm hồn",yes,a,d,"Cà phê cùng Tony
Đến Nhật để học 
Đừng đi theo lối mòn"
2393,16.18,43074,16,6,Female,8.9,0,2,2,yes,b,giáo viên,Teacher,làm nông,Farmer,Labor,41,UnderHi,công nhân,Worker,Labor,40,Hi,med,no,NA,yes,a,2,2,no,a,NA,a,gift,a,b,"Không gia đình
Những ngày thơ ấu",yes,a,a,"Chuyện con mèo dạy hải âu bay
Cô bé ngồi bên cửa sổ
Tên tôi là đỏ"
2394,5.12,43075,10,6,Female,0,0,1,2,yes,d,Giáo viên,Teacher,Công nhân,Worker,Labor,NA,Hi,Công nhân,Worker,Labor,NA,Uni,med,no,NA,yes,e,2,2,NA,a,NA,a,buy,d,d,"Sách Sinh học
Sách thiên nhiên",NA,b,d,"Tý cuội
Thạch Sanh
Cây tre trăm đốt"
2395,13.142,43073,13,7,Female,6.9,0,1,2,yes,d,Giáo viên,Teacher,Bảo vệ,Guard,Labor,NA,Hi,Công nhân,Worker,Labor,NA,UnderHi,med,yes,NA,yes,c,1,1,no,a,NA,a,borrow,b,b,"Sách về tự nhiên
Sách về các động vật",yes,b,d,"Dế mèn phưu lưu kí
Những câu chuyện về cuộc sống 
Truyện cổ tích"
2396,16.19,43074,16,6,Female,8.6,0,2,2,yes,b,giáo viên,Teacher,làm nông,Farmer,Labor,39,UnderHi,làm nông,Farmer,Labor,NA,UnderHi,med,no,NA,no,f,1,1,NA,a,NA,a,borrow,c,a,"Kĩ năng sống dành cho học sinh
Sáng ngời gương hiếu học",yes,a,a,"Ô long viện 
Những nhân vật lịch sử nổi tiếng
Những địa danh nổi tiếng"
2397,13.129,43073,13,7,Male,5,0,2,2,no,NA,Cầu thủ bóng đá,Footballer,Thợ xây,Worker,Labor,40,UnderHi,Công nhân,Worker,Labor,35,Hi,med,no,NA,yes,c,1,1,no,f,tin tức,a,borrow,b,a,"Tin tức/ thể thao
10 vạn câu hỏi vì sao",no,d,d,"Sherlock home
harry potter
7 viên ngọc rồng"
2398,16.2,43074,16,6,Female,7,0,2,2,yes,b,giáo viên,Teacher,NA,NA,NA,NA,NA,làm ruộng,Farmer,Labor,34,UnderHi,poor,no,NA,no,f,1,1,no,a,NA,a,borrow,a,a,"Hành trang cuộc sống
Cậu bé củ mài",yes,b,c,"Ô long viện
Doraemon
Kĩ năng rèn luyện cho học sinh"
2399,13.131,43073,13,7,Female,7.1,0,2,3,yes,b,Ca sĩ,Singer,Nông dân,Farmer,Labor,38,UnderHi,Nông dân,Farmer,Labor,35,UnderHi,med,no,NA,yes,NA,1,1,no,e,NA,a,borrow,d,d,"hạt giống tâm hồn
Những tấm lòng cao cả",yes,a,d,"Thần đồng đất việt
truyện cổ a-đéc-xen
dế mèn phưu lưu kí"
2400,16.21,43074,16,6,Female,8.4,0,1,2,yes,c,giáo viên dạy tiếng anh,Teacher,NA,NA,NA,NA,NA,công nhân,Worker,Labor,30,UnderHi,rich,NA,NA,yes,a,3,1,no,d,NA,a,borrow,NA,a,"Tý quậy
Kĩ năng sống dành cho học sinh",yes,a,a,"Hoa ban đỏ
Chim én
Cách học tập và rèn luyện"
2401,13.132,43073,13,7,Female,7.9,0,2,2,yes,b,Nhà tạo mẫu tóc,barber,NA,NA,NA,NA,NA,Nông dân,Farmer,Labor,35,UnderHi,med,no,NA,yes,f,3,2,no,e,NA,a,borrow,d,d,"Truyện shinosuke
Những tấm lòng cao cả",NA,a,d,"Hạt giống tâm hồn 
dế mèn phưu lưu kí
11 lời khuyên dành cho thế hệ trẻ của Bill Gates"
2402,16.22,43074,16,6,Female,8.9,0,1,2,yes,f,nhà thiết kế thời trang,Fashion designer,chủ thầu,building contractors,Labor,35,NA,công nhân,Worker,Labor,33,NA,med,no,NA,yes,d,2,1,no,e,NA,d,borrow,b,d,"Không gia đình
Con Bin trắng tại đen",yes,a,a,"Sáng chế công cụ
Các phát minh vĩ đại
Học cách học tập"
2403,13.148,43073,13,7,Female,6.3,0,3,3,yes,b,Giảng viên,Teacher,Nông dân,Farmer,Labor,52,UnderHi,Nông dân,Farmer,Labor,51,UnderHi,med,no,NA,yes,a,2,2,yes,f,Hạt giống tâm hồn,a,gift,a,a,"Hạt giống tâm hồn
Doraemon",yes,c,d,"Tôi là ai và nếu vậy thì bao nhiêu 
Những tấm lòng cao cả
Những câu chuyện hay nhất về gia đình bạn bè"
2404,16.23,43074,16,6,Female,7.1,0,2,3,yes,d,giáo viên,Teacher,xây dựng,Worker,Labor,43,PostGrad,làm may,Worker,Labor,NA,Hi,med,no,NA,yes,a,1,1,yes,f,nhà bác học,a,borrow,a,a,"HẠt giống tâm hồn
Không gia đình",yes,a,b,"Tôi tài giỏi bạn cũng thế
Học cách ứng xử
Học cách làm người"
2405,13.118,43073,13,7,Male,7.3,0,3,3,yes,c,Doanh nhân,Businessman,Nông dân,Farmer,Labor,44,UnderHi,Nông dân,Farmer,Labor,44,UnderHi,med,no,NA,yes,f,2,2,no,b,NA,a,borrow,b,a,"Thám tử lừng danh conan
Onepiece",yes,a,d,"Liên Minh công lý 
Chiến binh mùa đông 
one punch man"
2406,13.134,43073,13,7,Male,7.1,0,2,2,yes,f,Lập trình viên,Programmer,Nông dân,Farmer,Labor,39,UnderHi,Nông dân,Farmer,Labor,37,NA,med,NA,NA,yes,f,1,1,no,b,NA,a,buy,c,d,"Thám tử lừng danh cona
doraemon",no,a,d,"Liên Minh công lý
Làng xì trum
Vua bóng đá Pele"
2407,16.24,43074,16,6,Male,8.3,0,2,2,yes,b,cảnh sát,Police officer,làm ruộng,Farmer,Labor,40,NA,làm ruộng,Farmer,Labor,33,UnderHi,med,no,NA,yes,b,1,1,yes,a,NA,a,buy,b,b,"Doremon
Thám tử lừng danh Conan",yes,b,a,"Thần đèn
Conan
Shin"
2408,13.139,43073,13,7,Male,6.5,0,2,1,yes,e,Bộ đội,Soldier,Cát tóc,Barber,Labor,NA,Hi,Nông dân,Farmer,Labor,NA,Hi,med,no,NA,yes,b,1,1,no,f,Xếp giấy origami,a,buy,a,d,"Doraemon 
conan",yes,a,d,"10 vạn câu hỏi vì sao
thế giới động vật
7 viên ngọc rồng"
2409,16.25,43074,16,6,Female,8,0,2,2,yes,b,bác sĩ,Doctor,thợ xây,Worker,Labor,43,Hi,công nhân,Worker,Labor,39,Hi,med,no,NA,yes,a,2,2,yes,a,NA,c,borrow,a,a,"Một ngày phiêu lưu trong thế giới toán học kì diệu
Bí mật học đường",yes,a,a,"Doraemon
101 truyện cười nghề nghiệp
Shin - cậu bé bút chì"
2410,13.13,43073,13,7,Male,6.7,0,2,2,yes,a,Công an,Police officer,Thợ mộc,Worker,Labor,45,UnderHi,Công nhân,Worker,Labor,35,UnderHi,med,no,NA,yes,f,2,1,no,a,NA,a,borrow,a,a,"conan
doraemon",yes,a,d,"Naruto 
Sherlock home
harry potter"
2411,16.26,43074,16,6,Male,9,0,2,3,yes,d,nhà toán học,Scientist,bác sĩ thú y,Vet,Intellectuals,41,Uni,công nhân,Worker,Labor,40,Hi,med,yes,20000000,yes,a,3,3,yes,e,NA,a,gift,d,a,"7 viên ngọc rồng
shin-cậu bé bút chì",yes,c,b,"doraemon
shin-cậu bé bút chì
7 viên ngọc rồng"
2412,16.27,43074,16,6,Male,9.2,0,1,2,yes,e,công an,Police officer,làm cửa,Worker,Labor,34,UnderHi,làm ruộng,Farmer,Labor,33,UnderHi,med,no,NA,yes,a,1,2,no,f,truyện tranh,a,borrow,a,a,"conan - thám tử lừng danh
shin - cậu bé bút chì",yes,a,a,"vua sáng chế
doremon
conan-thám tử lừng danh"
2413,13.117,43073,13,7,Male,0,0,1,2,yes,f,Thợ sửa xe,Worker,Thợ xây,Worker,Labor,NA,UnderHi,Công nhân,Worker,Labor,NA,UnderHi,med,no,NA,yes,f,1,1,no,e,NA,a,borrow,c,a,"Doraemon
Conan",yes,a,d,"Liên Minh công lý
Doraemon 
Conan"
2414,13.119,43073,13,7,Male,6.4,0,1,1,yes,a,Cảnh sát,Police officer,Nông dân,Farmer,Labor,51,UnderHi,Nông dân,Farmer,Labor,47,UnderHi,med,yes,12000000,yes,c,2,2,no,e,NA,a,buy,b,a,"7 viên ngộc rồng
Đảo hải tặc",yes,d,d,"Doraemon 
Thám tử lừng danh conam
những người thám tử"
2415,16.28,43074,16,6,Female,9.1,0,1,2,yes,b,nhà văn,Writer,làm ruộng,Farmer,Labor,35,NA,làm ruộng,Farmer,Labor,33,UnderHi,med,no,NA,no,a,2,2,NA,a,NA,a,borrow,b,b,"sông đông êm đềm
trăm năm cô đơn",yes,c,b,"ông già và biển cả
từ thăm thẳm lãng quên
bác sĩ zhivago"
2416,13.12,43073,13,7,Male,8,0,2,3,yes,f,Lắp ráp điện tử,Engineer,công nhân,Worker,Labor,40,UnderHi,Thợ thủ công,Worker,Labor,32,UnderHi,med,no,5000000,no,f,1,1,no,e,NA,a,buy,c,b,"7 viên ngọc rồng
tin học kĩ thuật",yes,d,d,"tin học kĩ thuật 
bồi dưỡng toán học
học thêm mĩ thuật"
2417,13.121,43073,13,7,Female,6,0,4,4,yes,b,Cô giáo,Teacher,Thợ xây,Worker,Labor,50,UnderHi,Nông dân,Farmer,Labor,42,UnderHi,med,no,NA,yes,c,1,1,no,a,NA,a,NA,b,a,"Doraemon 
Conan",yes,c,d,"truyện cười dân gian 
thế giới xung quanh
truyện cổ tích"
2418,5.13,43075,10,6,Female,0,0,1,2,yes,d,Ca sĩ,Singer,Bác sĩ,Doctor,Intellectuals,47,PostGrad,Giáo viên,Teacher,Intellectuals,36,NA,rich,no,NA,yes,b,2,2,no,d,NA,a,buy,b,c,"Đôi mắt đỏ
Shin cậu bé bút chì",yes,d,d,"10 vạn câu hỏi vì sao
Truyện Tí quậy
Shin tập 50"
2419,13.122,43073,13,7,Female,5.8,0,1,3,yes,b,Công an,Police officer,Thợ xây,Worker,Labor,36,UnderHi,Nông dân,Farmer,Labor,33,UnderHi,med,no,NA,no,e,2,1,yes,a,NA,a,borrow,a,a,"doraemon
truyện dân gian",yes,c,d,"10 vạn câu hỏi vì sao
hạt giống tâm hồn
thế giới động vật"
2420,13.123,43073,13,7,Female,6.4,0,4,4,yes,a,Công an,Police officer,Thợ xây,Worker,Labor,45,UnderHi,Nông dân,Farmer,Labor,45,UnderHi,med,no,NA,yes,f,2,2,yes,f,sách luật,a,buy,d,a,"doraemon
 truyện dân gian",yes,a,d,"hạt giống tâm hồn 
harry potter
dế mèn phưu lưu kí"
2421,5.14,43075,10,6,Male,0,0,1,2,yes,c,Nhà du hành vũ trụ,Astronaut,Nông dân,Farmer,Labor,36,UnderHi,Công nhân,Worker,Labor,NA,Hi,med,yes,10000000,yes,b,2,2,no,c,NA,a,buy,d,a,"Truyện Bảy viên ngọc rồng
Truyện Doraemon",yes,b,d,"Truyện Stơn
10 vạn câu hỏi vì sao
Truyện Shin cậu bé bút chì"
2422,13.124,43073,13,7,Female,4.9,0,1,3,yes,b,Bác sĩ,Doctor,Thợ xây,Worker,Labor,32,UnderHi,Nông dân,Farmer,Labor,33,UnderHi,med,no,NA,yes,a,1,2,no,a,NA,a,borrow,a,a,"Truyện cười dân gian
truyện cổ tích việt nam",yes,NA,d,"Doraemon
hám tử lừng danh conan
dế mèn phưu kí"
2423,5.15,43075,10,6,Female,0,0,1,3,yes,d,Bác sĩ,Doctor,Nông dân,Farmer,Labor,36,Hi,Công nhân,Worker,Labor,NA,Hi,med,no,NA,yes,b,2,1,yes,c,NA,a,buy,d,c,"10 vạn câu hỏi vì sao
Truyện hay về đạo đức và cách làm người",yes,d,d,"Khám phá vũ trụ thần bí
Tý quậy
Ô long viện"
2424,13.126,43073,13,7,Male,6.3,0,2,2,yes,e,Bác sĩ,Doctor,Nông dân,Farmer,Labor,49,UnderHi,Nông dân,Farmer,Labor,46,UnderHi,med,no,NA,yes,b,2,1,no,a,NA,a,borrow,d,a,"Doraemon 
Conan",no,NA,d,"dế mừn phưu lưu kí 
harry potter 
Những cuộc phưu lưu của tintin"
2425,13.128,43073,13,7,Female,6.5,0,1,3,no,NA,Công nhân,Worker,Nông dân,Farmer,Labor,38,UnderHi,Nông dân,Farmer,Labor,35,UnderHi,NA,no,NA,yes,f,1,1,no,d,NA,a,borrow,d,a,"Doraemon
Shin cậu bé bút chì",yes,a,d,"Thủy thủ mặt trăng
Doraemon 
shin cậu bé bút chì"
2426,5.16,43075,10,6,Male,0,0,1,2,NA,e,Làm nông,Farmer,Thợ xây,Worker,Labor,NA,UnderHi,Công nhân,Worker,Labor,NA,Hi,rich,yes,NA,yes,b,2,2,NA,d,NA,c,buy,a,c,"7 viên ngọc rồng
Doraemon",NA,b,c,"Tí quậy
Ông lão đánh cá và con cá vàng
10 vạn câu hỏi vì sao"
2427,16.29,43074,16,6,Female,7.6,0,2,3,yes,b,giáo viên,Teacher,làm ruộng,Farmer,Labor,42,UnderHi,làm ruộng,Farmer,Labor,39,Hi,med,NA,NA,yes,b,2,1,NA,a,NA,a,borrow,d,a,"doraemon
học cách học tập",yes,a,a,"conan
học cách làm người
những phát kiến mới"
2428,13.133,43073,13,7,Male,6.8,0,3,3,yes,d,Cầu thủ bóng đá,Footballer,Nông dân,Farmer,Labor,41,UnderHi,Nông dân,Farmer,Labor,39,UnderHi,med,no,NA,yes,f,1,2,no,f,sách lịch sử thể thao,a,buy,a,a,"đội bóng tia chớp
vua bóng đá pele",yes,a,d,"vua bóng đá pele
đội bóng tia chớp
làng xì trum"
2429,13.135,43073,13,7,Female,6.6,0,2,2,yes,b,Công an,Police officer,Nông dân,Farmer,Labor,55,UnderHi,Nông dân,Farmer,Labor,53,UnderHi,med,no,NA,yes,c,1,2,no,a,NA,a,borrow,a,d,"Cổ tích
Doraemon",yes,d,a,"Conan
truyện cười dân gian
thế giới tự nhiện"
2430,5.17,43075,10,6,Male,0,0,3,3,NA,a,Ca sĩ,Singer,Nông dân,Farmer,Labor,43,Hi,Công nhân,Worker,Labor,NA,Hi,med,NA,NA,yes,b,2,1,no,d,NA,a,borrow,b,a,"7 viên ngọc rồng
Doraemon",yes,b,d,"Shin cậu bé bút chì
Tý quậy
Mười vạn câu hỏi vì sao"
2431,13.136,43073,13,7,Female,6.4,0,7,7,yes,NA,Giáo viên,Teacher,Nông dân,Farmer,Labor,52,UnderHi,Nông dân,Farmer,Labor,53,UnderHi,med,no,NA,yes,c,1,1,no,a,NA,a,borrow,a,d,"truyện cổ tích
doraemon",yes,d,a,"Conan
Truyện cười dân gian 
thế giới xung quanh"
2432,16.3,43074,16,6,Female,8.1,0,2,4,yes,b,giáo viên,Teacher,làm ruộng,Farmer,Labor,41,UnderHi,làm ruộng,Farmer,Labor,38,Hi,med,NA,NA,yes,b,2,1,NA,a,NA,a,borrow,d,a,"shinnosuke cậu bé bút chì
những ngày thơ ấu",yes,a,a,"phương pháp nâng cao khả năng suy nghĩ cho học sinh
học cách làm người
hướng tới tương lai"
